"player_id","name","week","team","number","position","dob"
"00-0034787","Chris Board",2,"NE","49","OLB","07/23/1995"
"00-0034789","Minkah  Fitzpatrick",1,"MIA","29","FS","11/17/1996"
"00-0034789","Minkah Fitzpatrick",2,"PIT","39","FS","11/17/1996"
"00-0034790","Derwin  James",1,"LAC","3","SS","08/03/1996"
"00-0034790","Derwin James",2,"LAC","33","SS","08/03/1996"
"00-0034791","Nick  Chubb",1,"HOU","21","RB","12/27/1995"
"00-0034791","Nick Chubb",2,"CLE","24","RB","12/27/1995"
"00-0034792","Cornell Armstrong",2,"ATL","","CB","09/22/1995"
"00-0034794","Jason Sanders",2,"MIA","7","K","11/16/1995"
"00-0034796","Lamar  Jackson",1,"BAL","8","QB","01/07/1997"
"00-0034796","Lamar Jackson",2,"BAL","8","QB","01/07/1997"
"00-0034797","Jerome  Baker",1,"CLE","17","OLB","12/25/1996"
"00-0034797","Jerome Baker",2,"MIA","55","ILB","12/25/1996"
"00-0034798","Durham  Smythe",1,"CHI","81","TE","08/09/1995"
"00-0034798","Durham Smythe",2,"MIA","81","TE","08/09/1995"
"00-0034800","B.J.  Hill",1,"CIN","92","DT","04/20/1995"
"00-0034800","B.J. Hill",2,"CIN","92","DT","04/20/1995"
"00-0034801","Josh Woods",2,"ARI","51","ILB","07/01/1996"
"00-0034803","Joe  Noteboom",1,"BAL","68","T","06/19/1995"
"00-0034803","Joe Noteboom",2,"LAR","70","T","06/19/1995"
"00-0034804","Brian Allen",2,"LAR","55","C","04/01/1978"
"00-0034805","John  Franklin-Myers",1,"DEN","98","DE","09/26/1996"
"00-0034805","John Franklin-Myers",2,"NYJ","91","DE","09/26/1996"
"00-0034807","Obo Okoronkwo",2,"CLE","45","DE","04/24/1995"
"00-0034808","John Kelly",2,"CLE","","RB","10/04/1996"
"00-0034810","Sebastian  Joseph-Day",1,"TEN","69","DT","03/21/1995"
"00-0034810","Sebastian Joseph-Day",2,"LAC","69","DT","03/21/1995"
"00-0034812","Travin Howard",2,"BUF","32","ILB","05/10/1996"
"00-0034815","Fred  Warner",1,"SF","54","MLB","11/19/1996"
"00-0034815","Fred Warner",2,"SF","54","ILB","11/19/1996"
"00-0034816","Ronald Jones",2,"DAL","27","RB","08/03/1997"
"00-0034817","Geron Christian",2,"MIA","72","T","09/10/1996"
"00-0034818","Derrick  Nnadi",1,"KC","92","DT","05/09/1996"
"00-0034818","Derrick Nnadi",2,"KC","91","DT","05/09/1996"
"00-0034825","Arden  Key",1,"TEN","49","OLB","05/03/1996"
"00-0034825","Arden Key",2,"TEN","98","OLB","05/03/1996"
"00-0034827","DJ  Moore",1,"CHI","2","WR","04/14/1997"
"00-0034827","D.J. Moore",2,"CHI","2","WR","04/14/1997"
"00-0034828","Harold  Landry III",1,"NE","2","OLB","06/05/1996"
"00-0034828","Harold Landry",2,"TEN","58","OLB","06/05/1996"
"00-0034829","Mike  Gesicki",1,"CIN","88","TE","10/03/1995"
"00-0034829","Mike Gesicki",2,"NE","88","TE","10/03/1995"
"00-0034830","Hayden Hurst",2,"CAR","81","TE","08/24/1993"
"00-0034831","Rasheem Green",2,"CHI","94","DE","05/15/1997"
"00-0034832","Bradley  Chubb",1,"MIA","2","OLB","06/24/1996"
"00-0034832","Bradley Chubb",2,"MIA","55","OLB","06/24/1996"
"00-0034833","Isaiah Wynn",2,"MIA","76","G","12/09/1995"
"00-0034834","Sam Hubbard",2,"CIN","94","DE","06/29/1995"
"00-0034835","Malik Jefferson",2,"DAL","","OLB","11/15/1996"
"00-0034836","Braden  Smith",1,"IND","72","T","03/25/1996"
"00-0034836","Braden Smith",2,"IND","72","T","03/25/1996"
"00-0034837","Calvin  Ridley",1,"TEN","","WR","12/20/1994"
"00-0034837","Calvin Ridley",2,"JAX","18","WR","12/20/1994"
"00-0034838","Royce Freeman",2,"LAR","26","RB","02/24/1996"
"00-0034842","Taven Bryan",2,"IND","90","DT","03/11/1996"
"00-0034843","Mike  Hughes",1,"ATL","21","CB","02/11/1997"
"00-0034843","Mike Hughes",2,"ATL","21","CB","04/03/1996"
"00-0034844","Saquon  Barkley",1,"PHI","26","RB","02/09/1997"
"00-0034844","Saquon Barkley",2,"NYG","26","RB","02/07/1997"
"00-0034845","Sony Michel",2,"LAR","25","RB","02/17/1995"
"00-0034846","Darius Leonard",2,"IND","53","MLB","07/27/1995"
"00-0034847","Mike  McGlinchey",1,"DEN","69","T","01/12/1995"
"00-0034847","Mike McGlinchey",2,"DEN","69","T","01/12/1995"
"00-0034854","KhaDarel  Hodge",1,"ATL","4","WR","01/03/1994"
"00-0034854","Khadarel Hodge",2,"ATL","18","WR","01/03/1995"
"00-0034855","Baker  Mayfield",1,"TB","6","QB","04/14/1995"
"00-0034855","Baker Mayfield",2,"TB","6","QB","04/14/1995"
"00-0034856","Denzel  Ward",1,"CLE","21","CB","04/28/1997"
"00-0034856","Denzel Ward",2,"CLE","21","CB","04/28/1997"
"00-0034857","Josh  Allen",1,"BUF","17","QB","05/21/1996"
"00-0034857","Josh Allen",2,"BUF","17","QB","12/30/1991"
"00-0034858","Terrell  Edmunds",1,"LV","28","FS","01/20/1997"
"00-0034858","Terrell Edmunds",2,"PHI","34","FS","01/20/1997"
"00-0034860","Dante Pettis",2,"CHI","13","WR","10/23/1995"
"00-0034867","Malik Turner",2,"IND","17","WR","01/30/1996"
"00-0034869","Sam  Darnold",1,"SEA","14","QB","06/05/1997"
"00-0034869","Sam Darnold",2,"SF","14","QB","06/05/1997"
"00-0034874","Roquan  Smith",1,"BAL","","MLB","04/08/1997"
"00-0034874","Roquan Smith",2,"BAL","58","ILB","04/08/1997"
"00-0034899","John Wolford",2,"TB","13","QB","10/16/1995"
"00-0034902","Sam Eguavoen",2,"NYJ","49","ILB","02/22/1993"
"00-0034903","Tevaughn Campbell",2,"JAX","20","CB","06/14/1993"
"00-0034909","Tristan Vizcaino",2,"DAL","","K","07/31/1996"
"00-0034921","Elliott Fry",2,"DEN","","K","12/12/1994"
"00-0034928","Steven Sims Jr.",2,"HOU","","WR","03/31/1997"
"00-0034929","Quinn Bailey",2,"DEN","75","G","10/18/1995"
"00-0034930","Trinity Benson",2,"DET","17","WR","01/16/1997"
"00-0034937","John Leglue",2,"TEN","77","T","04/17/1996"
"00-0034941","Mitch Wishnowsky",2,"SF","6","P","03/02/1992"
"00-0034951","Fred  Johnson",1,"PHI","74","T","06/05/1997"
"00-0034951","Fred Johnson",2,"PHI","74","T","06/05/1997"
"00-0034954","Malik Reed",2,"MIA","59","OLB","08/05/1996"
"00-0034955","Brett Rypien",2,"LAR","4","QB","07/09/1996"
"00-0034957","Calvin  Anderson",1,"PIT","67","T","03/25/1996"
"00-0034957","Calvin Anderson",2,"NE","76","T","03/25/1996"
"00-0034959","Andrew  Beck",1,"NYJ","47","FB","05/15/1996"
"00-0034959","Andrew Beck",2,"HOU","83","FB","05/15/1996"
"00-0034960","Jakobi  Meyers",1,"LV","16","WR","11/09/1996"
"00-0034960","Jakobi Meyers",2,"LV","16","WR","11/09/1996"
"00-0034962","Terez Hall",2,"NE","59","OLB","11/18/1996"
"00-0034966","D'Angelo Ross",2,"HOU","","CB","10/29/1996"
"00-0034967","Rashan  Gary",1,"GB","52","DE","12/03/1997"
"00-0034967","Rashan Gary",2,"GB","52","OLB","12/03/1997"
"00-0034968","Darnell  Savage",1,"JAX","6","FS","07/30/1997"
"00-0034968","Darnell Savage Jr.",2,"GB","26","SS","07/30/1997"
"00-0034969","Ben Banogu",2,"DAL","52","DE","01/19/1996"
"00-0034970","Irv Smith Jr.",2,"CIN","84","TE","08/09/1998"
"00-0034971","Jalen Hurd",2,"NE","","WR","01/23/1996"
"00-0034972","Alexander Mattison",2,"MIN","25","RB","06/19/1998"
"00-0034973","Maxx  Crosby",1,"LV","98","DE","08/22/1997"
"00-0034973","Maxx Crosby",2,"LV","98","DE","08/22/1997"
"00-0034974","Julian  Love",1,"SEA","20","SS","03/19/1998"
"00-0034974","Julian Love",2,"SEA","20","SS","03/19/1998"
"00-0034975","Justice  Hill",1,"BAL","43","RB","11/14/1997"
"00-0034975","Justice Hill",2,"BAL","","RB","11/14/1997"
"00-0034977","Sheldrick Redwine",2,"DAL","20","FS","11/06/1996"
"00-0034978","Ben  Powers",1,"DEN","74","G","10/29/1996"
"00-0034978","Ben Powers",2,"DEN","72","G","10/29/1996"
"00-0034981","Foster Moreau",2,"NO","87","TE","05/06/1997"
"00-0034982","Dre Greenlaw",2,"SF","57","ILB","05/25/1997"
"00-0034983","Hunter  Renfrow",1,"CAR","13","WR","12/21/1995"
"00-0034983","Hunter Renfrow",2,"LV","13","WR","12/21/1995"
"00-0034987","E.J.  Speed",1,"HOU","45","MLB","06/01/1995"
"00-0034987","E.J. Speed",2,"IND","45","OLB","06/01/1995"
"00-0034988","Kaden Smith",2,"IND","82","TE","04/24/1997"
"00-0034989","Justin  Skule",1,"MIN","67","T","11/23/1996"
"00-0034989","Justin Skule",2,"TB","","T","11/23/1996"
"00-0034990","Ka'Dar Hollman",2,"HOU","","CB","09/18/1994"
"00-0034991","Drew Forbes",2,"CLE","79","G","01/18/1997"
"00-0034992","Armon Watts",2,"PIT","96","NT","07/22/1996"
"00-0034993","Marcus  Epps",1,"PHI","39","SS","01/27/1996"
"00-0034993","Marcus Epps",2,"LV","22","SS","01/27/1996"
"00-0034994","Olisaemeka  Udoh",1,"TEN","72","T","02/14/1997"
"00-0034994","Oli Udoh",2,"MIN","74","G","02/14/1997"
"00-0034999","Ty Summers",2,"NO","44","MLB","12/31/1995"
"00-0035003","Jackson Barton",2,"ARI","78","T","08/08/1995"
"00-0035004","Chris Slayton",2,"GB","","DT","08/01/1996"
"00-0035020","Demetrius  Flannigan-Fowles",1,"NYG","33","ILB","09/04/1996"
"00-0035020","Demetrius Flannigan-Fowles",2,"SF","45","OLB","09/04/1996"
"00-0035021","Ashton  Dulin",1,"IND","16","WR","05/15/1997"
"00-0035021","Ashton Dulin",2,"IND","16","WR","05/15/1997"
"00-0035022","Penny Hart",2,"ATL","19","WR","07/05/1996"
"00-0035026","Kevin Givens",2,"SF","90","DT","03/01/1997"
"00-0035039","Stephen Carlson",2,"CHI","89","TE","12/12/1996"
"00-0035040","David Blough",2,"ARI","10","QB","07/31/1995"
"00-0035042","Jamie  Gillan",1,"NYG","12","P","07/04/1997"
"00-0035042","Jamie Gillan",2,"NYG","","P","07/04/1997"
"00-0035061","Alex Bars",2,"LV","64","G","09/08/1995"
"00-0035062","Sam Mustipher",2,"BAL","67","C","08/13/1996"
"00-0035073","Jonathan Harris",2,"DEN","92","DE","08/04/1996"
"00-0035076","Curtis Bolton",2,"LV","49","OLB","12/18/1995"
"00-0035084","Yosh  Nijman",1,"CAR","77","T","01/02/1996"
"00-0035084","Yosuah Nijman",2,"GB","73","T","02/02/1996"
"00-0035094","Bryan Mone",2,"SEA","90","NT","10/20/1995"
"00-0035098","Micah Abernathy",2,"ATL","","FS","02/10/1997"
"00-0035099","Khari Blasingame",2,"CHI","45","FB","07/01/1996"
"00-0035100","Jake  Browning",1,"CIN","6","QB","04/11/1996"
"00-0035100","Jake Browning",2,"CIN","","QB","04/11/1996"
"00-0035101","Davion Davis",2,"ARI","81","WR","10/23/1996"
"00-0035102","Brandon Dillon",2,"WAS","","TE","04/30/1997"
"00-0035112","Patrick  Mekari",1,"JAX","65","G","08/13/1997"
"00-0035112","Patrick Mekari",2,"BAL","65","G","08/13/1997"
"00-0035117","Lester Cotton",2,"MIA","","G","02/20/1996"
"00-0035118","Matthew  Orzech",1,"GB","42","LS","04/12/1995"
"00-0035118","Matt Orzech",2,"GB","42","LS","04/12/1995"
"00-0035120","Keelan Doss",2,"LAC","","WR","03/21/1996"
"00-0035125","Alec  Ingold",1,"MIA","30","FB","07/09/1996"
"00-0035125","Alec Ingold",2,"MIA","45","FB","07/09/1996"
"00-0035127","Andre  James",1,"LAC","78","C","05/02/1997"
"00-0035127","Andre James",2,"LV","68","C","05/02/1997"
"00-0035130","Dylan Mabin",2,"ARI","","CB","09/14/1997"
"00-0035133","Keisean  Nixon",1,"GB","25","CB","06/22/1997"
"00-0035133","Keisean Nixon",2,"GB","22","CB","06/22/1997"
"00-0035140","Mecole Hardman",2,"NYJ","17","WR","03/12/1998"
"00-0035141","Phil Haynes",2,"SEA","60","G","10/19/1995"
"00-0035142","Ugo  Amadi",1,"NO","","FS","05/16/1997"
"00-0035142","Ugochukwu Amadi",2,"NO","28","FS","05/16/1997"
"00-0035143","Ben Burr-Kirven",2,"SEA","","OLB","09/08/1997"
"00-0035144","Mack  Wilson",1,"ARI","2","ILB","02/14/1998"
"00-0035144","Mack Wilson",2,"NE","51","ILB","02/24/1998"
"00-0035145","Austin Seibert",2,"NYJ","4","K","11/15/1996"
"00-0035146","Trace McSorley",2,"NE","19","QB","08/23/1995"
"00-0035147","Rashad Fenton",2,"ARI","27","CB","02/17/1997"
"00-0035149","Nick  Allegretti",1,"WAS","67","G","04/21/1996"
"00-0035149","Nick Allegretti",2,"KC","73","G","04/21/1996"
"00-0035150","Kris Boyd",2,"ARI","29","CB","09/12/1996"
"00-0035156","Jack  Fox",1,"DET","3","P","09/01/1996"
"00-0035156","Jack Fox",2,"DET","3","P","09/01/1996"
"00-0035161","John Lovett",2,"MIA","","QB","04/25/1996"
"00-0035164","Cody Thompson",2,"SEA","11","WR","01/11/1996"
"00-0035166","Azeez  Al-Shaair",1,"HOU","","MLB","08/04/1997"
"00-0035166","Azeez Al-Shaair",2,"TEN","51","ILB","08/04/1997"
"00-0035181","Darrius Shepherd",2,"LAC","","WR","11/01/1995"
"00-0035187","Austin Walter",2,"LV","36","RB","08/17/1996"
"00-0035190","AJ  Cole",1,"LV","6","P","11/27/1995"
"00-0035190","A.J. Cole",2,"LV","6","P","11/27/1995"
"00-0035192","Joey  Slye",1,"TEN","6","K","04/10/1996"
"00-0035192","Joey Slye",2,"WAS","3","K","04/10/1996"
"00-0035202","Del'Shawn  Phillips",1,"LAC","53","ILB","10/09/1996"
"00-0035202","Del'Shawn Phillips",2,"BAL","43","OLB","10/09/1996"
"00-0035208","Olamide  Zaccheaus",1,"CHI","14","WR","07/23/1997"
"00-0035208","Olamide Zaccheaus",2,"PHI","17","WR","07/23/1997"
"00-0035210","Herb Miller",2,"CAR","","CB","11/11/1997"
"00-0035215","Deonte Harris",2,"BUF","11","WR","12/04/1997"
"00-0035216","Diontae Johnson",2,"PIT","18","WR","07/05/1996"
"00-0035219","Isaiah Buggs",2,"DET","","DT","08/24/1996"
"00-0035222","Zach Gentry",2,"PIT","81","TE","09/10/1996"
"00-0035223","Ulysees Gilbert",2,"TB","54","ILB","08/09/1997"
"00-0035227","P.J.  Locke",1,"DEN","6","SS","02/12/1997"
"00-0035227","P.J. Locke",2,"DEN","37","FS","02/12/1997"
"00-0035228","Kyler  Murray",1,"ARI","1","QB","08/07/1997"
"00-0035228","Kyler Murray",2,"ARI","1","QB","08/07/1997"
"00-0035229","T.J.  Hockenson",1,"MIN","87","TE","07/03/1997"
"00-0035229","T.J. Hockenson",2,"MIN","88","TE","07/03/1997"
"00-0035230","Ed  Oliver",1,"BUF","91","DT","12/12/1997"
"00-0035230","Ed Oliver",2,"BUF","91","DT","12/12/1997"
"00-0035231","Christian Wilkins",2,"MIA","94","DE","12/20/1995"
"00-0035233","Andre Dillard",2,"TEN","77","T","10/03/1995"
"00-0035234","Tytus  Howard",1,"HOU","71","T","05/23/1996"
"00-0035234","Tytus Howard",2,"HOU","71","T","05/23/1996"
"00-0035235","Kaleb McGary",2,"ATL","76","T","02/22/1995"
"00-0035236","Byron  Murphy",1,"MIN","7","CB","01/18/1998"
"00-0035236","Byron Murphy",2,"MIN","7","CB","01/18/1998"
"00-0035237","Jawaan  Taylor",1,"KC","74","T","11/25/1997"
"00-0035237","Jawaan Taylor",2,"KC","75","T","11/25/1997"
"00-0035238","Cody  Ford",1,"CIN","61","G","12/28/1996"
"00-0035238","Cody Ford",2,"CIN","74","G","12/28/1996"
"00-0035239","Sean Bunting",2,"TEN","23","CB","06/19/1997"
"00-0035240","Jahlani Tavai",2,"NE","48","ILB","09/28/1996"
"00-0035241","Joejuan Williams",2,"MIN","33","CB","12/06/1997"
"00-0035242","Erik  McCoy",1,"NO","78","C","08/27/1997"
"00-0035242","Erik McCoy",2,"NO","78","C","08/27/1997"
"00-0035243","Miles  Sanders",1,"DAL","24","RB","05/01/1997"
"00-0035243","Miles Sanders",2,"CAR","26","RB","05/01/1997"
"00-0035244","Lonnie Johnson Jr.",2,"NO","1","CB","11/04/1995"
"00-0035245","Max Scharping",2,"CIN","74","G","08/10/1996"
"00-0035246","J.J. Arcega-Whiteside",2,"ATL","19","TE","12/31/1996"
"00-0035247","Trysten Hill",2,"CLE","72","DT","03/25/1998"
"00-0035248","Zach  Allen",1,"DEN","99","DE","08/20/1997"
"00-0035248","Zach Allen",2,"DEN","94","DE","08/20/1997"
"00-0035249","Josh  Oliver",1,"MIN","84","TE","03/21/1997"
"00-0035249","Josh Oliver",2,"MIN","84","TE","03/21/1997"
"00-0035250","Devin  Singletary",1,"NYG","26","RB","09/03/1997"
"00-0035250","Devin Singletary",2,"HOU","26","RB","09/03/1997"
"00-0035251","Will Grier",2,"DAL","15","QB","04/03/1995"
"00-0035252","Yodny Cajuste",2,"NYJ","72","T","02/21/1996"
"00-0035253","C.J.  Gardner-Johnson",1,"HOU","8","SS","12/20/1997"
"00-0035253","Chauncey Gardner-Johnson",2,"DET","22","SS","12/20/1997"
"00-0035254","Anthony  Nelson",1,"TB","98","OLB","03/04/1997"
"00-0035254","Anthony Nelson",2,"TB","98","OLB","03/04/1997"
"00-0035255","Kendall Sheffield",2,"HOU","20","CB","05/30/1996"
"00-0035258","Hjalte  Froholdt",1,"ARI","72","C","08/20/1996"
"00-0035258","Hjalte Froholdt",2,"ARI","","C","08/20/1996"
"00-0035259","Trevon Wesco",2,"TEN","85","TE","09/12/1995"
"00-0035261","Tony  Pollard",1,"TEN","20","RB","04/30/1997"
"00-0035261","Tony Pollard",2,"DAL","20","RB","04/30/1997"
"00-0035262","Drue  Tranquill",1,"KC","23","ILB","08/15/1995"
"00-0035262","Drue Tranquill",2,"KC","49","ILB","08/15/1995"
"00-0035263","Wes Martin",2,"CLE","63","G","05/09/1996"
"00-0035264","Jarrett  Stidham",1,"DEN","8","QB","08/08/1996"
"00-0035264","Jarrett Stidham",2,"DEN","4","QB","08/08/1996"
"00-0035265","John Cominsky",2,"DET","50","DE","11/22/1995"
"00-0035266","Mike  Jordan",1,"TB","60","G","01/25/1998"
"00-0035266","Mike Jordan",2,"CAR","73","G","01/25/1998"
"00-0035269","Matt  Gay",1,"WAS","16","K","03/15/1994"
"00-0035269","Matt Gay",2,"IND","8","K","03/15/1994"
"00-0035270","Amani Oruwariye",2,"NYG","24","CB","02/09/1996"
"00-0035272","Andrew  Van Ginkel",1,"MIN","43","OLB","07/01/1995"
"00-0035272","Andrew Van Ginkel",2,"MIA","43","OLB","07/01/1995"
"00-0035273","Qadree Ollison",2,"PIT","30","RB","09/08/1996"
"00-0035274","Ross Pierschbacher",2,"DET","","C","05/05/1995"
"00-0035276","Blake  Cashman",1,"MIN","51","ILB","05/10/1996"
"00-0035276","Blake Cashman",2,"HOU","53","ILB","05/10/1996"
"00-0035277","Mike  Jackson",1,"CAR","2","CB","01/10/1997"
"00-0035277","Michael Jackson",2,"SEA","","CB","01/10/1997"
"00-0035278","Byron Cowart",2,"HOU","99","DT","05/20/1996"
"00-0035279","Charles  Omenihu",1,"KC","90","DE","08/20/1997"
"00-0035279","Charles Omenihu",2,"KC","92","DE","08/20/1997"
"00-0035280","Jake  Bailey",1,"MIA","16","P","06/18/1997"
"00-0035280","Jake Bailey",2,"MIA","7","P","06/18/1997"
"00-0035282","Easton Stick",2,"LAC","2","QB","09/15/1995"
"00-0035286","Cole  Holcomb",1,"PIT","55","ILB","07/30/1996"
"00-0035286","Cole Holcomb",2,"PIT","55","ILB","07/30/1996"
"00-0035287","KeeSean Johnson",2,"BUF","","WR","10/09/1996"
"00-0035289","Gardner  Minshew",1,"KC","17","QB","05/16/1996"
"00-0035289","Gardner Minshew",2,"IND","10","QB","05/16/1996"
"00-0035290","Jaquan Johnson",2,"LV","46","FS","11/13/1995"
"00-0035291","Trayveon Williams",2,"CIN","32","RB","10/18/1997"
"00-0035292","David Long Jr.",2,"MIA","51","ILB","02/06/1998"
"00-0035295","Isaiah Prince",2,"ATL","75","T","07/29/1997"
"00-0035298","Scott  Miller",1,"PIT","13","WR","07/31/1997"
"00-0035298","Scott Miller",2,"ATL","10","WR","07/31/1997"
"00-0035300","Dennis Daley",2,"ARI","65","T","08/07/1996"
"00-0035301","Donovan  Wilson",1,"DAL","6","FS","02/21/1995"
"00-0035301","Donovan Wilson",2,"DAL","6","SS","02/21/1995"
"00-0035306","Darryl Johnson",2,"SF","92","OLB","04/04/1997"
"00-0035307","Jimmy Moreland",2,"NYJ","22","CB","08/26/1995"
"00-0035308","Tommy Sweeney",2,"NYG","89","TE","07/01/1995"
"00-0035309","Alize Mack",2,"TEN","","TE","03/29/1997"
"00-0035311","Myles Gaskin",2,"MIN","37","RB","02/15/1997"
"00-0035315","Cortez Broughton",2,"BUF","","DT","09/02/1996"
"00-0035316","Kaden  Elliss",1,"ATL","55","ILB","06/10/1995"
"00-0035316","Kaden Elliss",2,"ATL","55","ILB","07/10/1995"
"00-0035317","Joshua Miles",2,"ATL","66","T","01/04/1996"
"00-0035328","Matt Nelson",2,"DET","67","T","12/19/1995"
"00-0035329","Donald Parham",2,"LAC","89","TE","08/16/1997"
"00-0035330","Anthony  Pittman",1,"DET","41","OLB","11/24/1996"
"00-0035330","Anthony Pittman",2,"DET","57","OLB","11/24/1996"
"00-0035334","Kevin Strong Jr.",2,"ARI","97","NT","08/05/1996"
"00-0035341","Trenton Irwin",2,"CIN","16","WR","12/10/1995"
"00-0035342","Patrick Laird",2,"TB","32","RB","08/17/1995"
"00-0035343","Jonathan Ledbetter",2,"ARI","93","DE","09/12/1997"
"00-0035344","Aaron Monteiro",2,"WAS","","T","03/25/1997"
"00-0035345","Chris Myarick",2,"NYG","","TE","10/06/1995"
"00-0035346","Nik Needham",2,"MIA","40","CB","11/04/1996"
"00-0035352","Tyrel  Dodson",1,"MIA","25","ILB","06/25/1998"
"00-0035352","Tyrel Dodson",2,"BUF","53","MLB","06/25/1998"
"00-0035355","Blake  Hance",1,"TEN","73","G","01/11/1996"
"00-0035355","Blake Hance",2,"JAX","62","G","01/11/1996"
"00-0035356","Tyree Jackson",2,"PHI","80","TE","11/07/1997"
"00-0035357","Cam  Lewis",1,"BUF","39","FS","04/13/1997"
"00-0035357","Cameron Lewis",2,"BUF","47","CB","04/13/1997"
"00-0035358","Chase  McLaughlin",1,"TB","4","K","04/09/1996"
"00-0035358","Chase McLaughlin",2,"TB","3","K","04/09/1996"
"00-0035359","David  Sills",1,"ATL","87","WR","05/29/1995"
"00-0035359","David Sills V",2,"NYG","84","WR","05/29/1996"
"00-0035370","Saivion Smith",2,"DET","","CB","11/05/1997"
"00-0035378","Andrew  Wingard",1,"JAX","42","FS","12/05/1996"
"00-0035378","Andrew Wingard",2,"JAX","42","FS","12/05/1996"
"00-0035382","Ryan  Bates",1,"CHI","71","C","02/14/1997"
"00-0035382","Ryan Bates",2,"BUF","71","C","02/14/1997"
"00-0035383","Nate Herbig",2,"PIT","67","G","10/07/1994"
"00-0035384","Iosua Opeta",2,"PHI","78","G","08/15/1996"
"00-0035386","T.J. Edwards",2,"CHI","57","ILB","08/12/1996"
"00-0035393","Anthony Chesley",2,"TB","","CB","05/31/1995"
"00-0035399","Stanley Morgan Jr.",2,"CIN","17","WR","09/07/1996"
"00-0035400","Keaton Sutherland",2,"WAS","","G","02/12/1997"
"00-0035402","Carl  Granderson",1,"NO","96","OLB","12/18/1996"
"00-0035402","Carl Granderson",2,"NO","96","DE","12/18/1996"
"00-0035403","Ethan Greenidge",2,"ATL","","T","09/10/1997"
"00-0035406","Lil'Jordan Humphrey",2,"DEN","84","WR","04/19/1998"
"00-0035408","Nick  Moore",1,"BAL","46","LS","12/09/1992"
"00-0035408","Nick Moore",2,"BAL","46","LS","12/09/1992"
"00-0035409","Shy Tuttle",2,"CAR","99","DT","10/20/1995"
"00-0035412","Andrew Dowell",2,"NO","50","OLB","11/16/1996"
"00-0035413","Luke  Gifford",1,"SF","57","MLB","08/28/1995"
"00-0035413","Luke Gifford",2,"TEN","57","OLB","08/28/1995"
"00-0035414","Jalen Guyton",2,"LAC","15","WR","06/07/1997"
"00-0035422","Chris Westry",2,"CLE","30","CB","07/10/1997"
"00-0035423","Daniel Wise",2,"KC","92","DE","01/16/1996"
"00-0035431","Koda Martin",2,"NO","","G","08/21/1995"
"00-0035435","Rodney Randle Jr.",2,"NE","","DB","02/27/1997"
"00-0035436","Matt Sokol",2,"NE","","TE","11/09/1995"
"00-0035437","Roderic Teamer Jr.",2,"LV","33","SS","05/12/1997"
"00-0035444","Jordan Kunaszyk",2,"CLE","59","MLB","10/15/1996"
"00-0035448","Damarea Crockett",2,"NYJ","","RB","12/22/1997"
"00-0035455","Albert Huggins",2,"ATL","95","DT","06/27/1997"
"00-0035457","Tyron Johnson",2,"DAL","17","WR","01/08/1996"
"00-0035468","Zack Bailey",2,"LAC","","G","11/08/1995"
"00-0035470","Lukas Denis",2,"ATL","","DB","04/13/1997"
"00-0035480","Malik Taylor",2,"NYJ","86","WR","12/21/1995"
"00-0035499","Kyron Brown",2,"BUF","","CB","05/26/1996"
"00-0035500","Greg  Dortch",1,"ARI","4","WR","05/29/1998"
"00-0035500","Greg Dortch",2,"ARI","83","WR","05/29/1998"
"00-0035507","Kyle Phillips",2,"NO","93","DE","05/05/1997"
"00-0035510","Jeff Smith",2,"NYG","16","WR","04/21/1997"
"00-0035519","Isaiah Mack",2,"NYJ","","NT","03/19/1996"
"00-0035525","Devin  Bush",1,"CLE","30","MLB","07/18/1998"
"00-0035525","Devin Bush Jr.",2,"SEA","55","ILB","07/03/1973"
"00-0035526","Elgton  Jenkins",1,"GB","74","G","12/26/1995"
"00-0035526","Elgton Jenkins",2,"GB","74","G","12/26/1995"
"00-0035527","Andy Isabella",2,"BUF","17","WR","11/18/1996"
"00-0035529","Hakeem Butler",2,"PIT","","TE","05/16/1996"
"00-0035531","Austin Bryant",2,"SF","2","OLB","11/12/1996"
"00-0035533","Ryan Connelly",2,"NO","57","OLB","10/03/1995"
"00-0035534","Marvell Tell",2,"CIN","","CB","08/02/1996"
"00-0035535","Darius  Slayton",1,"NYG","18","WR","01/12/1997"
"00-0035535","Darius Slayton",2,"NYG","86","WR","01/12/1997"
"00-0035537","Ty  Johnson",1,"BUF","26","RB","09/17/1997"
"00-0035541","Michael Dogbe",2,"HOU","91","DE","05/05/1996"
"00-0035542","Kemon Hall",2,"LAC","37","CB","06/02/1997"
"00-0035544","Tom Kennedy",2,"DET","85","WR","07/29/1996"
"00-0035547","Joe Fortson",2,"KC","88","TE","12/07/1995"
"00-0035562","Jesper Horsted",2,"LV","87","TE","02/27/1997"
"00-0035567","Craig  Reynolds",1,"DET","13","RB","06/15/1996"
"00-0035567","Craig Reynolds",2,"DET","46","RB","06/15/1996"
"00-0035572","Parker Hesse",2,"ATL","46","TE","05/26/1995"
"00-0035588","Garrett  Bradbury",1,"NE","65","C","06/20/1995"
"00-0035588","Garrett Bradbury",2,"MIN","56","C","06/20/1995"
"00-0035589","Gary Jennings",2,"CAR","","WR","03/07/1997"
"00-0035591","Justin Hollins",2,"GB","58","OLB","01/15/1996"
"00-0035593","Juwann Winfree",2,"IND","88","WR","09/04/1996"
"00-0035594","Travis Homer",2,"CHI","25","RB","08/07/1998"
